"age","job","marital","education","default","balance","housing","loan","contact","day","month","duration","campaign","pdays","previous","poutcome","y"
52.0,"blue-collar","married","primary","no",940.0,"yes","no","cellular",17.0,"apr",317.0,1.0,-1.0,0.0,"unknown","no"
44.0,"admin.","married","secondary","no",266.0,"yes","no","cellular",17.0,"apr",294.0,2.0,-1.0,0.0,"unknown","no"
30.0,"services","married","secondary","no",134.0,"yes","no","cellular",17.0,"apr",834.0,1.0,-1.0,0.0,"unknown","no"
36.0,"blue-collar","single","unknown","no",185.0,"yes","yes","cellular",17.0,"apr",301.0,2.0,-1.0,0.0,"unknown","no"
35.0,"services","married","secondary","no",372.0,"yes","no","cellular",17.0,"apr",202.0,2.0,280.0,1.0,"failure","no"
33.0,"admin.","married","secondary","no",582.0,"yes","no","cellular",17.0,"apr",256.0,2.0,-1.0,0.0,"unknown","no"
27.0,"blue-collar","single","secondary","no",-116.0,"yes","yes","cellular",17.0,"apr",432.0,2.0,343.0,1.0,"failure","no"
54.0,"self-employed","married","secondary","no",641.0,"yes","no","cellular",17.0,"apr",472.0,1.0,148.0,2.0,"failure","no"
26.0,"self-employed","single","tertiary","no",3044.0,"yes","yes","cellular",17.0,"apr",550.0,1.0,325.0,1.0,"other","no"
25.0,"technician","single","secondary","no",1105.0,"yes","no","cellular",17.0,"apr",608.0,1.0,-1.0,0.0,"unknown","no"
28.0,"admin.","married","secondary","no",254.0,"no","yes","cellular",17.0,"apr",333.0,3.0,-1.0,0.0,"unknown","no"
30.0,"blue-collar","married","secondary","no",658.0,"yes","no","cellular",17.0,"apr",99.0,3.0,267.0,1.0,"failure","no"
28.0,"management","single","tertiary","no",175.0,"yes","no","cellular",17.0,"apr",219.0,1.0,-1.0,0.0,"unknown","no"
60.0,"retired","divorced","tertiary","no",381.0,"yes","no","cellular",17.0,"apr",208.0,2.0,344.0,4.0,"failure","no"
29.0,"services","single","secondary","no",441.0,"yes","no","cellular",17.0,"apr",69.0,1.0,-1.0,0.0,"unknown","no"
31.0,"technician","single","secondary","no",102.0,"yes","no","telephone",17.0,"apr",460.0,2.0,345.0,2.0,"failure","no"
43.0,"management","married","tertiary","no",175.0,"yes","no","cellular",17.0,"apr",129.0,4.0,337.0,1.0,"other","no"
36.0,"blue-collar","divorced","secondary","no",313.0,"yes","yes","cellular",17.0,"apr",264.0,2.0,-1.0,0.0,"unknown","no"
31.0,"services","single","secondary","no",603.0,"yes","yes","cellular",17.0,"apr",185.0,2.0,319.0,2.0,"failure","no"
34.0,"blue-collar","married","tertiary","no",551.0,"yes","no","cellular",17.0,"apr",115.0,2.0,315.0,11.0,"other","no"
34.0,"technician","married","tertiary","no",1806.0,"yes","no","cellular",17.0,"apr",160.0,2.0,-1.0,0.0,"unknown","no"
29.0,"services","single","secondary","no",229.0,"yes","no","cellular",17.0,"apr",273.0,2.0,343.0,1.0,"failure","no"
53.0,"technician","divorced","secondary","no",281.0,"yes","no","cellular",17.0,"apr",171.0,2.0,337.0,9.0,"other","no"
39.0,"blue-collar","married","secondary","no",284.0,"yes","yes","cellular",17.0,"apr",1426.0,2.0,318.0,6.0,"failure","no"
50.0,"blue-collar","married","primary","no",12519.0,"yes","no","cellular",17.0,"apr",146.0,2.0,147.0,4.0,"success","no"
32.0,"blue-collar","married","primary","no",77.0,"yes","no","cellular",17.0,"apr",464.0,2.0,-1.0,0.0,"unknown","no"
31.0,"blue-collar","married","secondary","no",604.0,"yes","no","cellular",17.0,"apr",99.0,2.0,150.0,2.0,"failure","no"
36.0,"blue-collar","married","secondary","no",928.0,"no","no","cellular",17.0,"apr",224.0,3.0,-1.0,0.0,"unknown","no"
46.0,"blue-collar","married","secondary","no",961.0,"yes","no","telephone",17.0,"apr",48.0,2.0,-1.0,0.0,"unknown","no"
40.0,"management","married","tertiary","no",640.0,"yes","no","cellular",17.0,"apr",202.0,2.0,-1.0,0.0,"unknown","no"
42.0,"admin.","divorced","tertiary","no",6.0,"yes","yes","cellular",17.0,"apr",403.0,4.0,-1.0,0.0,"unknown","no"
39.0,"admin.","married","secondary","no",456.0,"yes","no","cellular",17.0,"apr",193.0,3.0,-1.0,0.0,"unknown","no"
31.0,"technician","single","secondary","no",1970.0,"no","no","telephone",17.0,"apr",284.0,3.0,-1.0,0.0,"unknown","no"
37.0,"housemaid","married","primary","no",94.0,"yes","no","cellular",20.0,"apr",114.0,2.0,-1.0,0.0,"unknown","no"
36.0,"blue-collar","married","secondary","no",1589.0,"yes","no","cellular",20.0,"apr",345.0,2.0,341.0,6.0,"other","no"
35.0,"self-employed","single","tertiary","no",329.0,"yes","no","cellular",20.0,"apr",19.0,7.0,-1.0,0.0,"unknown","no"
45.0,"blue-collar","married","secondary","no",-258.0,"yes","no","telephone",20.0,"apr",384.0,5.0,-1.0,0.0,"unknown","no"
32.0,"blue-collar","married","secondary","no",112.0,"yes","no","cellular",20.0,"apr",311.0,1.0,321.0,1.0,"other","no"
30.0,"services","single","unknown","no",138.0,"yes","no","cellular",20.0,"apr",187.0,1.0,-1.0,0.0,"unknown","no"
34.0,"blue-collar","married","secondary","no",2076.0,"yes","no","cellular",20.0,"apr",257.0,1.0,-1.0,0.0,"unknown","no"
29.0,"blue-collar","married","secondary","no",1238.0,"yes","no","cellular",20.0,"apr",478.0,1.0,341.0,1.0,"failure","no"
42.0,"blue-collar","married","secondary","no",165.0,"no","no","telephone",20.0,"apr",169.0,1.0,-1.0,0.0,"unknown","no"
39.0,"technician","married","secondary","no",834.0,"yes","yes","cellular",20.0,"apr",390.0,1.0,-1.0,0.0,"unknown","no"
37.0,"blue-collar","married","primary","no",287.0,"yes","no","telephone",20.0,"apr",73.0,3.0,325.0,3.0,"failure","no"
45.0,"blue-collar","married","primary","no",658.0,"yes","no","telephone",20.0,"apr",406.0,3.0,270.0,2.0,"failure","no"
46.0,"blue-collar","married","primary","no",292.0,"yes","no","cellular",20.0,"apr",386.0,2.0,234.0,4.0,"failure","no"
40.0,"blue-collar","single","secondary","no",169.0,"yes","no","cellular",20.0,"apr",214.0,1.0,346.0,1.0,"failure","no"
36.0,"management","married","tertiary","no",928.0,"yes","no","cellular",20.0,"apr",239.0,1.0,-1.0,0.0,"unknown","no"
30.0,"management","married","tertiary","no",860.0,"yes","no","cellular",20.0,"apr",185.0,1.0,-1.0,0.0,"unknown","no"
29.0,"admin.","single","secondary","no",127.0,"yes","yes","cellular",20.0,"apr",314.0,1.0,-1.0,0.0,"unknown","no"
24.0,"blue-collar","married","secondary","no",1222.0,"yes","no","cellular",20.0,"apr",369.0,1.0,-1.0,0.0,"unknown","no"
28.0,"management","single","tertiary","no",145.0,"yes","no","cellular",20.0,"apr",277.0,1.0,-1.0,0.0,"unknown","no"
36.0,"blue-collar","married","secondary","no",-53.0,"yes","no","cellular",20.0,"apr",9.0,5.0,322.0,8.0,"other","no"
35.0,"admin.","married","secondary","no",1345.0,"yes","no","cellular",20.0,"apr",163.0,1.0,271.0,1.0,"failure","no"
48.0,"services","married","primary","no",0.0,"yes","no","cellular",20.0,"apr",90.0,2.0,259.0,1.0,"failure","no"
36.0,"management","married","tertiary","no",139.0,"yes","no","cellular",20.0,"apr",79.0,1.0,-1.0,0.0,"unknown","no"
31.0,"blue-collar","single","secondary","no",88.0,"yes","no","cellular",20.0,"apr",21.0,5.0,-1.0,0.0,"unknown","no"
34.0,"blue-collar","single","secondary","no",13683.0,"yes","no","cellular",20.0,"apr",92.0,3.0,321.0,3.0,"failure","no"
46.0,"technician","married","secondary","no",329.0,"yes","no","cellular",20.0,"apr",78.0,1.0,-1.0,0.0,"unknown","no"
59.0,"housemaid","divorced","tertiary","no",0.0,"no","no","cellular",20.0,"apr",379.0,1.0,332.0,2.0,"other","no"
34.0,"technician","single","secondary","no",1161.0,"yes","no","cellular",20.0,"apr",17.0,5.0,334.0,1.0,"failure","no"
43.0,"blue-collar","married","secondary","no",1927.0,"yes","no","cellular",20.0,"apr",149.0,1.0,152.0,1.0,"failure","no"
34.0,"blue-collar","married","secondary","no",965.0,"yes","no","cellular",20.0,"apr",372.0,2.0,332.0,2.0,"other","no"
31.0,"management","married","tertiary","no",491.0,"yes","no","cellular",20.0,"apr",15.0,1.0,326.0,1.0,"other","no"
41.0,"admin.","married","primary","no",1314.0,"yes","no","cellular",20.0,"apr",159.0,1.0,326.0,1.0,"failure","no"
42.0,"entrepreneur","single","secondary","no",1049.0,"yes","yes","cellular",20.0,"apr",180.0,1.0,-1.0,0.0,"unknown","no"
35.0,"blue-collar","married","secondary","no",94.0,"yes","no","cellular",20.0,"apr",75.0,1.0,-1.0,0.0,"unknown","no"
56.0,"services","married","secondary","no",159.0,"yes","no","cellular",20.0,"apr",132.0,3.0,-1.0,0.0,"unknown","no"
55.0,"blue-collar","divorced","secondary","no",462.0,"yes","no","cellular",20.0,"apr",157.0,1.0,332.0,3.0,"failure","no"
39.0,"services","married","secondary","no",3870.0,"yes","no","cellular",20.0,"apr",72.0,1.0,-1.0,0.0,"unknown","no"
40.0,"admin.","single","secondary","no",576.0,"yes","yes","cellular",20.0,"apr",114.0,3.0,-1.0,0.0,"unknown","no"
37.0,"admin.","divorced","tertiary","no",43.0,"yes","no","cellular",20.0,"apr",328.0,2.0,264.0,2.0,"failure","no"
35.0,"services","single","secondary","no",155.0,"yes","no","cellular",20.0,"apr",285.0,1.0,-1.0,0.0,"unknown","no"
31.0,"services","single","primary","no",181.0,"yes","no","cellular",20.0,"apr",93.0,3.0,340.0,2.0,"other","no"
37.0,"admin.","single","tertiary","no",2317.0,"yes","no","cellular",20.0,"apr",114.0,1.0,152.0,2.0,"failure","no"
28.0,"blue-collar","single","secondary","no",1735.0,"yes","no","cellular",20.0,"apr",89.0,1.0,-1.0,0.0,"unknown","no"
31.0,"management","single","tertiary","no",587.0,"yes","no","cellular",20.0,"apr",16.0,4.0,-1.0,0.0,"unknown","no"
30.0,"student","single","secondary","no",0.0,"no","no","cellular",20.0,"apr",111.0,1.0,-1.0,0.0,"unknown","no"
36.0,"blue-collar","married","secondary","no",204.0,"yes","no","cellular",20.0,"apr",28.0,5.0,-1.0,0.0,"unknown","no"
34.0,"technician","divorced","secondary","no",0.0,"yes","yes","cellular",20.0,"apr",110.0,3.0,269.0,2.0,"other","no"
36.0,"management","single","tertiary","no",20.0,"yes","no","cellular",20.0,"apr",766.0,2.0,150.0,3.0,"other","no"
54.0,"blue-collar","married","primary","no",433.0,"yes","no","cellular",20.0,"apr",252.0,5.0,-1.0,0.0,"unknown","no"
58.0,"services","single","secondary","no",1430.0,"yes","no","cellular",20.0,"apr",861.0,6.0,321.0,5.0,"failure","no"
36.0,"entrepreneur","married","tertiary","no",99.0,"yes","yes","cellular",20.0,"apr",393.0,3.0,-1.0,0.0,"unknown","no"
46.0,"admin.","married","secondary","no",0.0,"yes","yes","cellular",20.0,"apr",239.0,2.0,259.0,2.0,"failure","no"
33.0,"technician","married","secondary","no",4790.0,"yes","no","cellular",20.0,"apr",137.0,1.0,272.0,2.0,"failure","no"
33.0,"blue-collar","married","primary","no",1002.0,"yes","no","cellular",20.0,"apr",92.0,2.0,325.0,4.0,"failure","no"
34.0,"admin.","married","secondary","no",2984.0,"yes","no","cellular",20.0,"apr",11.0,3.0,-1.0,0.0,"unknown","no"
28.0,"technician","married","tertiary","no",2925.0,"yes","no","cellular",20.0,"apr",81.0,4.0,-1.0,0.0,"unknown","no"
37.0,"services","married","secondary","no",-1006.0,"yes","yes","cellular",20.0,"apr",226.0,2.0,-1.0,0.0,"unknown","no"
41.0,"blue-collar","married","primary","no",449.0,"yes","no","cellular",20.0,"apr",10.0,6.0,-1.0,0.0,"unknown","no"
22.0,"technician","single","secondary","no",890.0,"yes","no","cellular",20.0,"apr",294.0,2.0,-1.0,0.0,"unknown","no"
48.0,"unemployed","married","secondary","no",3287.0,"yes","yes","cellular",20.0,"apr",242.0,2.0,307.0,1.0,"failure","no"
32.0,"blue-collar","married","secondary","no",950.0,"yes","yes","cellular",20.0,"apr",219.0,4.0,-1.0,0.0,"unknown","no"
27.0,"admin.","married","primary","no",395.0,"yes","no","cellular",20.0,"apr",122.0,2.0,-1.0,0.0,"unknown","no"
50.0,"services","married","secondary","no",2420.0,"yes","no","cellular",20.0,"apr",102.0,6.0,235.0,13.0,"failure","no"
43.0,"blue-collar","divorced","secondary","no",590.0,"yes","yes","cellular",20.0,"apr",306.0,2.0,-1.0,0.0,"unknown","no"
32.0,"management","married","tertiary","no",1683.0,"yes","yes","cellular",20.0,"apr",72.0,2.0,-1.0,0.0,"unknown","no"
31.0,"entrepreneur","single","tertiary","no",667.0,"yes","no","cellular",20.0,"apr",152.0,5.0,-1.0,0.0,"unknown","no"
37.0,"technician","single","secondary","no",1012.0,"yes","no","cellular",20.0,"apr",218.0,4.0,-1.0,0.0,"unknown","no"
56.0,"blue-collar","married","primary","no",6677.0,"yes","no","telephone",20.0,"apr",197.0,4.0,-1.0,0.0,"unknown","no"
36.0,"services","married","secondary","no",924.0,"yes","yes","cellular",20.0,"apr",173.0,4.0,-1.0,0.0,"unknown","no"
35.0,"technician","married","secondary","no",257.0,"yes","yes","cellular",20.0,"apr",307.0,4.0,-1.0,0.0,"unknown","no"
29.0,"blue-collar","married","secondary","no",457.0,"yes","no","cellular",20.0,"apr",72.0,3.0,341.0,1.0,"other","no"
36.0,"entrepreneur","married","tertiary","no",-502.0,"yes","no","cellular",20.0,"apr",22.0,4.0,-1.0,0.0,"unknown","no"
40.0,"blue-collar","married","primary","no",2129.0,"yes","no","cellular",20.0,"apr",1156.0,3.0,-1.0,0.0,"unknown","no"
55.0,"admin.","single","secondary","no",2359.0,"yes","no","telephone",20.0,"apr",43.0,3.0,-1.0,0.0,"unknown","no"
46.0,"management","divorced","tertiary","no",4629.0,"no","no","cellular",21.0,"apr",446.0,1.0,-1.0,0.0,"unknown","no"
52.0,"admin.","married","secondary","no",0.0,"no","no","cellular",22.0,"apr",91.0,2.0,275.0,1.0,"failure","no"
82.0,"retired","married","unknown","no",211.0,"no","no","telephone",22.0,"apr",195.0,3.0,-1.0,0.0,"unknown","no"
29.0,"self-employed","married","tertiary","no",246.0,"no","no","cellular",23.0,"apr",90.0,14.0,-1.0,0.0,"unknown","no"
43.0,"admin.","married","secondary","no",-169.0,"yes","no","cellular",24.0,"apr",219.0,1.0,-1.0,0.0,"unknown","no"
36.0,"housemaid","married","primary","no",531.0,"no","no","cellular",28.0,"apr",151.0,3.0,-1.0,0.0,"unknown","no"
62.0,"retired","married","secondary","no",1486.0,"no","no","cellular",28.0,"apr",56.0,2.0,-1.0,0.0,"unknown","no"
34.0,"technician","married","tertiary","no",0.0,"yes","yes","cellular",28.0,"apr",101.0,2.0,-1.0,0.0,"unknown","no"
52.0,"unemployed","married","secondary","no",49.0,"no","no","cellular",30.0,"apr",117.0,1.0,-1.0,0.0,"unknown","no"
32.0,"services","married","secondary","no",580.0,"yes","no","cellular",30.0,"apr",69.0,1.0,-1.0,0.0,"unknown","no"
47.0,"retired","divorced","tertiary","no",1431.0,"yes","no","cellular",30.0,"apr",127.0,1.0,-1.0,0.0,"unknown","no"
29.0,"management","single","tertiary","no",91.0,"no","no","cellular",30.0,"apr",99.0,1.0,274.0,4.0,"other","no"
29.0,"management","married","tertiary","no",125.0,"no","no","cellular",30.0,"apr",130.0,2.0,-1.0,0.0,"unknown","no"
41.0,"unemployed","divorced","primary","no",487.0,"no","no","cellular",30.0,"apr",157.0,1.0,-1.0,0.0,"unknown","no"
58.0,"retired","married","primary","no",2969.0,"no","no","telephone",30.0,"apr",130.0,1.0,-1.0,0.0,"unknown","no"
47.0,"technician","married","secondary","no",0.0,"yes","no","cellular",30.0,"apr",81.0,1.0,164.0,1.0,"failure","no"
25.0,"technician","married","tertiary","no",400.0,"no","no","cellular",30.0,"apr",352.0,1.0,-1.0,0.0,"unknown","no"
53.0,"blue-collar","married","secondary","no",6112.0,"no","no","cellular",30.0,"apr",211.0,1.0,86.0,1.0,"success","no"
25.0,"management","single","tertiary","no",436.0,"no","no","cellular",30.0,"apr",132.0,2.0,-1.0,0.0,"unknown","no"
35.0,"management","married","tertiary","no",71.0,"yes","no","cellular",30.0,"apr",510.0,2.0,-1.0,0.0,"unknown","no"
33.0,"self-employed","married","tertiary","no",263.0,"no","no","cellular",4.0,"may",119.0,2.0,-1.0,0.0,"unknown","no"
31.0,"services","single","secondary","no",125.0,"no","no","cellular",4.0,"may",200.0,1.0,91.0,1.0,"failure","no"
37.0,"entrepreneur","single","secondary","no",20453.0,"yes","no","telephone",4.0,"may",115.0,1.0,-1.0,0.0,"unknown","no"
24.0,"student","single","unknown","no",0.0,"no","no","cellular",4.0,"may",90.0,2.0,-1.0,0.0,"unknown","no"
44.0,"blue-collar","single","secondary","no",0.0,"yes","no","cellular",4.0,"may",64.0,2.0,19.0,1.0,"failure","no"
32.0,"student","single","tertiary","no",214.0,"no","no","cellular",4.0,"may",117.0,1.0,-1.0,0.0,"unknown","no"
28.0,"blue-collar","married","primary","no",-65.0,"yes","no","cellular",4.0,"may",90.0,4.0,-1.0,0.0,"unknown","no"
41.0,"management","married","tertiary","no",298.0,"no","no","cellular",4.0,"may",63.0,3.0,272.0,1.0,"other","no"
32.0,"technician","married","secondary","no",282.0,"yes","no","cellular",4.0,"may",257.0,2.0,-1.0,0.0,"unknown","no"
28.0,"management","single","tertiary","no",678.0,"no","yes","cellular",4.0,"may",115.0,3.0,-1.0,0.0,"unknown","no"
30.0,"entrepreneur","single","secondary","no",572.0,"yes","no","cellular",4.0,"may",220.0,4.0,-1.0,0.0,"unknown","no"
37.0,"blue-collar","married","primary","no",2939.0,"yes","no","cellular",4.0,"may",191.0,3.0,-1.0,0.0,"unknown","no"
28.0,"blue-collar","single","primary","no",551.0,"no","no","cellular",4.0,"may",264.0,3.0,-1.0,0.0,"unknown","no"
58.0,"management","married","unknown","no",3658.0,"no","no","cellular",4.0,"may",55.0,2.0,-1.0,0.0,"unknown","no"
32.0,"blue-collar","married","secondary","no",119.0,"no","no","cellular",4.0,"may",20.0,5.0,-1.0,0.0,"unknown","no"
28.0,"blue-collar","single","secondary","no",3817.0,"yes","no","cellular",4.0,"may",528.0,3.0,-1.0,0.0,"unknown","no"
48.0,"blue-collar","married","secondary","no",3776.0,"no","no","telephone",4.0,"may",254.0,4.0,-1.0,0.0,"unknown","no"
26.0,"admin.","single","unknown","no",677.0,"no","no","cellular",4.0,"may",399.0,1.0,-1.0,0.0,"unknown","no"
41.0,"management","married","secondary","no",1956.0,"no","no","cellular",4.0,"may",114.0,6.0,168.0,11.0,"other","no"
31.0,"student","married","secondary","no",200.0,"yes","no","cellular",4.0,"may",362.0,5.0,-1.0,0.0,"unknown","no"
60.0,"management","married","tertiary","no",5041.0,"no","no","cellular",4.0,"may",8.0,7.0,181.0,1.0,"success","no"
28.0,"blue-collar","single","secondary","no",4229.0,"yes","yes","cellular",5.0,"may",205.0,2.0,-1.0,0.0,"unknown","no"
46.0,"admin.","single","secondary","no",148.0,"yes","no","cellular",5.0,"may",85.0,4.0,-1.0,0.0,"unknown","no"
35.0,"admin.","single","secondary","no",1537.0,"yes","no","cellular",5.0,"may",84.0,5.0,-1.0,0.0,"unknown","no"
45.0,"management","married","primary","no",4758.0,"yes","no","cellular",5.0,"may",632.0,5.0,287.0,6.0,"success","no"
45.0,"blue-collar","married","secondary","no",640.0,"yes","no","cellular",5.0,"may",214.0,1.0,1.0,1.0,"success","no"
34.0,"management","married","tertiary","no",1184.0,"yes","no","cellular",5.0,"may",415.0,1.0,-1.0,0.0,"unknown","no"
53.0,"management","divorced","tertiary","no",2894.0,"yes","no","cellular",5.0,"may",163.0,1.0,-1.0,0.0,"unknown","no"
30.0,"blue-collar","single","secondary","no",80.0,"yes","yes","cellular",5.0,"may",145.0,1.0,337.0,4.0,"failure","no"
42.0,"management","married","tertiary","no",1272.0,"yes","no","cellular",5.0,"may",117.0,1.0,169.0,1.0,"failure","no"
48.0,"blue-collar","single","secondary","no",0.0,"yes","no","cellular",5.0,"may",95.0,1.0,-1.0,0.0,"unknown","no"
26.0,"student","single","secondary","no",2572.0,"yes","no","cellular",5.0,"may",620.0,1.0,-1.0,0.0,"unknown","no"
27.0,"management","single","secondary","no",0.0,"yes","no","cellular",5.0,"may",239.0,1.0,-1.0,0.0,"unknown","no"
33.0,"blue-collar","married","secondary","no",23.0,"yes","no","cellular",5.0,"may",173.0,1.0,-1.0,0.0,"unknown","no"
30.0,"technician","single","secondary","no",237.0,"yes","no","cellular",5.0,"may",39.0,1.0,-1.0,0.0,"unknown","no"
24.0,"student","single","secondary","no",547.0,"no","no","telephone",5.0,"may",60.0,1.0,-1.0,0.0,"unknown","no"
30.0,"blue-collar","married","secondary","no",203.0,"yes","no","cellular",5.0,"may",18.0,6.0,-1.0,0.0,"unknown","no"
27.0,"entrepreneur","single","secondary","no",77.0,"yes","yes","cellular",5.0,"may",123.0,1.0,-1.0,0.0,"unknown","no"
47.0,"blue-collar","married","primary","no",-301.0,"yes","no","cellular",5.0,"may",277.0,1.0,-1.0,0.0,"unknown","no"
35.0,"management","single","unknown","no",121.0,"yes","no","cellular",5.0,"may",245.0,5.0,-1.0,0.0,"unknown","no"
45.0,"admin.","single","secondary","no",-11.0,"yes","no","cellular",5.0,"may",247.0,1.0,-1.0,0.0,"unknown","no"
41.0,"blue-collar","married","primary","no",-441.0,"yes","no","cellular",5.0,"may",352.0,1.0,-1.0,0.0,"unknown","no"
35.0,"management","married","tertiary","no",1432.0,"yes","no","cellular",5.0,"may",54.0,3.0,-1.0,0.0,"unknown","no"
37.0,"admin.","single","secondary","no",686.0,"yes","no","cellular",5.0,"may",253.0,3.0,280.0,2.0,"failure","no"
43.0,"management","married","secondary","no",-100.0,"yes","no","cellular",5.0,"may",227.0,1.0,-1.0,0.0,"unknown","no"
42.0,"technician","married","secondary","no",89.0,"yes","no","cellular",5.0,"may",159.0,1.0,-1.0,0.0,"unknown","no"
53.0,"services","married","primary","no",171.0,"yes","yes","cellular",5.0,"may",343.0,4.0,167.0,6.0,"other","no"
33.0,"technician","divorced","secondary","no",1480.0,"yes","no","cellular",5.0,"may",223.0,1.0,-1.0,0.0,"unknown","no"
43.0,"services","married","secondary","no",122.0,"yes","no","cellular",5.0,"may",355.0,2.0,-1.0,0.0,"unknown","no"
35.0,"services","married","secondary","no",27.0,"yes","yes","cellular",5.0,"may",442.0,2.0,278.0,3.0,"failure","no"
39.0,"admin.","divorced","secondary","no",676.0,"yes","no","cellular",5.0,"may",281.0,2.0,-1.0,0.0,"unknown","no"
39.0,"blue-collar","single","secondary","no",519.0,"yes","yes","cellular",5.0,"may",180.0,3.0,166.0,15.0,"failure","no"
51.0,"blue-collar","married","primary","no",565.0,"yes","yes","cellular",5.0,"may",157.0,7.0,250.0,3.0,"failure","no"
43.0,"technician","divorced","secondary","no",305.0,"yes","no","cellular",5.0,"may",674.0,2.0,250.0,4.0,"failure","no"
53.0,"services","married","primary","no",2618.0,"yes","no","cellular",5.0,"may",185.0,2.0,165.0,2.0,"failure","no"
43.0,"management","married","tertiary","no",176.0,"yes","no","cellular",5.0,"may",253.0,2.0,286.0,1.0,"failure","no"
42.0,"services","married","secondary","no",96.0,"yes","no","cellular",5.0,"may",238.0,3.0,340.0,2.0,"failure","no"
31.0,"admin.","single","secondary","no",140.0,"yes","yes","cellular",5.0,"may",111.0,1.0,-1.0,0.0,"unknown","no"
36.0,"technician","divorced","primary","no",-127.0,"yes","no","cellular",5.0,"may",320.0,1.0,-1.0,0.0,"unknown","no"
56.0,"management","married","tertiary","no",0.0,"yes","no","telephone",5.0,"may",259.0,2.0,-1.0,0.0,"unknown","no"
36.0,"blue-collar","married","secondary","no",0.0,"yes","no","cellular",5.0,"may",189.0,1.0,-1.0,0.0,"unknown","no"
52.0,"services","divorced","secondary","no",12.0,"yes","no","cellular",6.0,"may",78.0,1.0,170.0,1.0,"failure","no"
60.0,"blue-collar","married","primary","no",6271.0,"yes","no","cellular",6.0,"may",210.0,2.0,254.0,5.0,"failure","no"
39.0,"admin.","married","secondary","no",1101.0,"yes","no","cellular",6.0,"may",128.0,3.0,-1.0,0.0,"unknown","no"
42.0,"management","married","secondary","no",275.0,"yes","no","cellular",6.0,"may",139.0,6.0,-1.0,0.0,"unknown","no"
36.0,"admin.","divorced","secondary","no",50.0,"yes","no","cellular",6.0,"may",222.0,1.0,-1.0,0.0,"unknown","no"
35.0,"management","married","tertiary","no",105.0,"yes","no","cellular",6.0,"may",36.0,1.0,365.0,3.0,"failure","no"
43.0,"blue-collar","married","secondary","no",388.0,"yes","yes","cellular",6.0,"may",644.0,1.0,355.0,2.0,"failure","no"
34.0,"admin.","divorced","secondary","no",0.0,"yes","no","cellular",6.0,"may",153.0,1.0,-1.0,0.0,"unknown","no"
35.0,"services","married","secondary","no",302.0,"yes","no","cellular",6.0,"may",137.0,1.0,364.0,1.0,"failure","no"
53.0,"blue-collar","married","secondary","no",380.0,"yes","yes","cellular",6.0,"may",42.0,1.0,302.0,1.0,"failure","no"
35.0,"management","single","secondary","no",0.0,"yes","no","cellular",6.0,"may",495.0,1.0,-1.0,0.0,"unknown","no"
44.0,"entrepreneur","married","secondary","no",860.0,"yes","yes","cellular",6.0,"may",96.0,2.0,295.0,5.0,"failure","no"
31.0,"student","single","unknown","no",2882.0,"yes","no","cellular",6.0,"may",158.0,2.0,-1.0,0.0,"unknown","no"
34.0,"admin.","married","secondary","no",4902.0,"yes","no","cellular",6.0,"may",59.0,1.0,167.0,1.0,"failure","no"
32.0,"management","married","tertiary","no",2218.0,"yes","no","cellular",6.0,"may",37.0,2.0,-1.0,0.0,"unknown","no"
30.0,"management","divorced","tertiary","no",477.0,"yes","no","telephone",6.0,"may",186.0,1.0,-1.0,0.0,"unknown","no"
22.0,"services","single","secondary","no",3.0,"yes","no","cellular",6.0,"may",156.0,1.0,-1.0,0.0,"unknown","no"
45.0,"management","divorced","secondary","no",0.0,"yes","no","cellular",6.0,"may",1079.0,3.0,-1.0,0.0,"unknown","no"
28.0,"blue-collar","married","primary","no",60.0,"yes","no","cellular",6.0,"may",161.0,1.0,337.0,1.0,"failure","no"
32.0,"services","married","secondary","no",509.0,"yes","no","cellular",6.0,"may",473.0,1.0,358.0,2.0,"other","no"
39.0,"management","married","secondary","no",-473.0,"yes","no","cellular",6.0,"may",318.0,1.0,-1.0,0.0,"unknown","no"
33.0,"unemployed","single","tertiary","no",0.0,"yes","no","cellular",6.0,"may",124.0,1.0,-1.0,0.0,"unknown","no"
41.0,"admin.","married","primary","no",0.0,"yes","no","cellular",6.0,"may",184.0,2.0,323.0,1.0,"failure","no"
47.0,"admin.","married","primary","no",31.0,"yes","no","cellular",6.0,"may",50.0,1.0,356.0,1.0,"failure","no"
25.0,"services","single","secondary","no",-121.0,"yes","no","cellular",6.0,"may",343.0,2.0,-1.0,0.0,"unknown","no"
32.0,"technician","divorced","secondary","no",3345.0,"yes","no","cellular",6.0,"may",118.0,1.0,260.0,3.0,"failure","no"
52.0,"blue-collar","married","primary","no",230.0,"yes","no","cellular",6.0,"may",198.0,2.0,170.0,2.0,"failure","no"
32.0,"technician","married","secondary","no",-360.0,"yes","no","cellular",6.0,"may",131.0,2.0,344.0,2.0,"failure","no"
37.0,"management","married","tertiary","no",0.0,"yes","no","cellular",6.0,"may",84.0,2.0,169.0,3.0,"failure","no"
36.0,"services","married","tertiary","no",260.0,"yes","no","cellular",6.0,"may",167.0,3.0,299.0,2.0,"failure","no"
36.0,"technician","single","secondary","no",634.0,"yes","no","cellular",6.0,"may",281.0,2.0,250.0,2.0,"failure","no"
54.0,"management","divorced","tertiary","no",432.0,"yes","no","cellular",6.0,"may",160.0,1.0,-1.0,0.0,"unknown","no"
